_id,Center,test_date,physics,chemistry,resultstatus,pp_totalmarks,Full_name,maths_new,new_total,name,Phone,Password
275,Brooklyn,2024-06-16,,,Present,75,Fanny Dutra,60,60,Helene,6606129867,Hel9867
276,Manhattan,2024-06-02,,,Absent,720,Leanne Proto,0,0,Paula,3797794830,Pau4830
277,Brooklyn,2024-06-16,52,53,Present,300,Traci Heier,44,149,Kristian & Di,9121391465,Kri1465
278,Manhattan,2024-06-02,,,Absent,720,Jennette Everett,0,0,David,2351687291,Dav7291
279,Brooklyn,2024-06-23,0,6,Present,720,Levi Sharpton,134,140,Niya,204386140,Niy6140
280,Brooklyn,2024-06-16,,,Present,75,Jackson Sills,36,36,Helene,3431226449,Hel6449
281,Brooklyn,2024-05-19,12,34,Present,360,Fabiola Virden,125,171,Debbie,4630162705,Deb2705
282,Brooklyn,2024-06-02,,,Absent,720,Wan Zajac,0,0,Anthony,7895156422,Ant6422
283,Manhattan,2024-06-23,52,60,Present,720,Franklin Kruger,264,376,Tilly,4189938568,Til8568
284,Manhattan,2024-05-19,1,13,Present,360,Delcie Graffam,25,39,Edward,2577566395,Edw6395
285,Manhattan,2024-06-02,,,Absent,720,Yolonda Jorgenson,0,0,Claire,964119973,Cla9973
286,Brooklyn,2024-05-19,44,37,Present,360,Kraig Grove,76,157,Juhli,7906066771,Juh6771
287,Brooklyn,2024-06-16,,,Absent,300,Joanna Westman,0,0,Marlon,6752080726,Mar0726
288,Manhattan,2024-06-02,,,Absent,720,Luetta Wyse,0,0,Mary D,2002059639,Mar9639
289,Brooklyn,2024-06-02,,,Absent,720,Nana Neilsen,0,0,Valerie,9259261113,Val1113
290,Brooklyn,2024-06-02,,,Absent,720,Elidia Gillett,0,0,Larissa,5598685521,Lar5521
291,Manhattan,2024-06-02,33,40,Present,720,Lien Brigmond,271,344,Eric,8599644659,Eri4659
292,Brooklyn,2024-06-02,94,52,Present,720,Meaghan Majeed,336,482,Jessica,2360183439,Jes3439
293,Brooklyn,2024-06-16,24,58,Present,300,Dominica Lanterman,43,125,Melissa,8895918528,Mel8528
294,Brooklyn,2024-06-02,74,61,Present,720,Cami Ryals,286,421,Alex,6641521948,Ale1948
295,Manhattan,2024-06-16,,,Present,75,Caroline Fleischer,67,67,Samir,910709873,Sam9873
296,Manhattan,2024-06-23,100,73,Present,720,Joyce Pleasant,305,478,Tony,74250035,Ton0035
297,Brooklyn,2024-06-02,60,51,Present,720,Kyung Hearne,244,355,Luis Fernando,5465230371,Lui0371
298,Manhattan,2024-06-02,,,Absent,720,Ranee Boomhower,0,0,Henning,314507030,Hen7030
299,Brooklyn,2024-06-02,122,106,Present,720,Jong Steele,350,578,Stefano,5536586996,Ste6996
300,Brooklyn,2024-05-19,31,60,Present,360,Benton Duty,149,240,Jana,4797972925,Jan2925
301,Manhattan,2024-06-23,33,13,Present,720,Margrett Hanks,238,284,Per,9716121749,Per1749
302,Brooklyn,2024-06-23,,,Absent,75,Sherwood Lingenfelter,0,0,Adrienne,227241136,Adr1136
303,Manhattan,2024-06-23,51,81,Present,720,Livia Starr,310,442,Elise,1308943920,Eli3920
304,Manhattan,2024-06-23,18,6,Present,720,Edna Holt,99,123,Deda,57408757,Ded8757
305,Manhattan,2024-06-02,,,Absent,720,Denise Balser,0,0,Share,9262621610,Sha1610
306,Brooklyn,2024-06-02,,,Absent,720,Rolf Galley,0,0,Naimah,483783351,Nai3351
307,Manhattan,2024-06-02,,,Absent,720,Enedina Mika,0,0,Violetta,9243298015,Vio8015
308,Brooklyn,2024-06-23,-5,16,Present,300,Brandon Authement,0,11,Jenna,6180067889,Jen7889
309,Brooklyn,2024-06-02,,,Absent,720,Afton Dees,0,0,Jason,2271459761,Jas9761
310,Manhattan,2024-05-19,87,82,Present,360,Cecile Kealey,166,335,Alicia,36397507,Ali7507
311,Manhattan,2024-06-23,24,26,Present,720,Dusty Bickel,273,323,Silvia,8041940791,Sil0791
312,Brooklyn,2024-06-02,,,Absent,720,Nichelle Wasko,0,0,Joab,3134992283,Joa2283
313,Manhattan,2024-06-23,79,82,Present,720,Leeanna Gregson,320,481,Mary And Geoff,661391119,Mar1119
314,Manhattan,2024-06-23,19,9,Present,720,Perry Daigneault,90,118,Eyal,8173885466,Eya5466
315,Manhattan,2024-06-23,,,Absent,75,Solange Borror,0,0,Bruce,288961698,Bru1698
316,Manhattan,2024-06-23,74,38,Present,300,Jamey Kirwin,78,190,Kurt,5281062039,Kur2039
317,Manhattan,2024-06-02,,,Absent,720,Jani Foulds,0,0,Jennifer,2693741004,Jen1004
318,Manhattan,2024-06-23,,,Absent,720,Ted Hartig,0,0,Ruperto,6921505711,Rup5711
319,Brooklyn,2024-06-02,106,113,Present,720,Grace Fitch,346,565,Ben,7769466626,Ben6626
320,Bronx,2024-06-23,22,25,Present,720,Idalia Peluso,259,306,Thai,9024024441,Tha4441
321,Manhattan,2024-06-16,45,38,Present,300,Gerri Rotter,43,126,Hudson,8175098686,Hud8686
322,Brooklyn,2024-06-16,,,Present,75,Mervin Woolum,67,67,Vanessa,2479310264,Van0264
323,Brooklyn,2024-06-02,,,Absent,720,Nobuko Bialek,0,0,Daniel,6769418339,Dan8339
324,Brooklyn,2024-06-02,,,Absent,720,Kizzy Mancil,0,0,Patty,3770612032,Pat2032
325,Manhattan,2024-06-23,43,19,Present,720,Nelda Lucian,138,200,Amir,2062559203,Ami9203
326,Manhattan,2024-06-23,,,Absent,720,Odessa Marshburn,0,0,G & S,9423118186,G &8186
327,Queens,2024-06-02,,,Absent,720,Armida Johanson,0,0,Nazleen,3490233457,Naz3457
328,Brooklyn,2024-06-02,,,Absent,720,Yang Lubinski,0,0,Allison,8871208447,All8447
329,Brooklyn,2024-06-02,45,61,Present,720,Luciana Breneman,305,411,Scott,8458659034,Sco9034
330,Manhattan,2024-06-02,,,Absent,720,Joaquin Southworth,0,0,Patricia,4151267822,Pat7822
331,Brooklyn,2024-06-02,124,147,Present,720,Madalyn Pettiford,335,606,Evelyn,3847412055,Eve2055
332,Brooklyn,2024-06-23,5,1,Present,300,Annika Seamon,20,26,The Box House Hotel,3030625587,The5587
333,Manhattan,2024-06-02,80,16,Present,720,Deanna Cleek,241,337,Moss Owen,9888917625,Mos7625
334,Brooklyn,2024-05-19,23,41,Present,360,Lynn Clifton,94,158,Nancy,4552836745,Nan6745
335,Brooklyn,2024-06-23,144,107,Present,720,Horacio Gilford,166,417,Bliss,4995689769,Bli9769
336,Brooklyn,2024-06-16,,,Present,75,Silvana Gosier,47,47,Pam,126587172,Pam7172
337,Manhattan,2024-06-02,,,Absent,720,Casimira Bakker,0,0,Jennifer,3997117943,Jen7943
338,Brooklyn,2024-06-02,,,Absent,720,Milagros Hixson,0,0,The Box House Hotel,4683752980,The2980
339,Brooklyn,2024-06-02,,,Absent,720,Vaughn Revilla,0,0,The Box House Hotel,3570215857,The5857
340,Brooklyn,2024-06-02,,,Absent,720,Cornelia Holly,0,0,Ellis,2831823260,Ell3260
341,Brooklyn,2024-06-23,17,16,Present,720,Maryanna Klemme,217,250,The Box House Hotel,6035311949,The1949
342,Brooklyn,2024-06-23,18,34,Present,720,Ines Breeden,77,129,Christopher,3864861980,Chr1980
343,Brooklyn,2024-06-09,,,Absent,75,Bill Kuhlmann,0,0,Christopher,5047217293,Chr7293
344,Manhattan,2024-06-23,38,2,Present,720,Ilda Bethel,58,98,Sarah,476254249,Sar4249
345,Brooklyn,2024-06-02,,,Absent,720,Norene Boudreau,0,0,Ruthven,3367457505,Rut7505
346,Brooklyn,2024-06-02,,,Absent,720,Sheron Lefever,0,0,Julian,3796462421,Jul2421
347,Brooklyn,2024-06-16,,,Present,75,Stefany Pietrzak,35,35,Leslie,4291296291,Les6291
348,Brooklyn,2024-06-23,,,Absent,720,Cathleen Brawn,0,0,Sophie,3134172610,Sop2610
349,Manhattan,2024-06-02,23,16,Present,720,Loriann Wedeking,170,209,Yvette,9227845,Yve7845
350,Brooklyn,2024-06-02,,,Absent,720,Jonathon Red,0,0,The Box House Hotel,7670547267,The7267
351,Brooklyn,2024-06-16,22,38,Present,300,Genie Muma,18,78,Famous,2515573667,Fam3667
352,Manhattan,2024-06-02,,,Absent,720,Arletha Badalamenti,0,0,Kyle,1799589438,Kyl9438
353,Manhattan,2024-06-16,,,Absent,300,Elza Buser,0,0,Ange,9595986383,Ang6383
354,Brooklyn,2024-06-16,,,Absent,300,Alaina Lykes,0,0,Alex,7721902211,Ale2211
355,Manhattan,2024-06-02,,,Absent,720,Pamula Dalzell,0,0,T,1527288124,T8124
356,Brooklyn,2024-06-23,110,119,Present,720,Maricela Jhonson,325,554,Sahr,2346090017,Sah0017
357,Brooklyn,2024-06-23,,,Absent,720,Audry Mcgarr,0,0,Marylyn,7318634065,Mar4065
358,Brooklyn,2024-06-23,,,Absent,75,Kyla Bingaman,0,0,Nathalie,4232959826,Nat9826
359,Queens,2024-06-23,17,3,Present,720,Shyla Tubman,323,343,Savannah,4001118567,Sav8567
360,Brooklyn,2024-06-09,,,Absent,75,Scottie Felton,0,0,Sadatu,1240646122,Sad6122
361,Brooklyn,2024-06-23,,,Absent,720,Terrance Joy,0,0,Jason,7359500918,Jas0918
362,Brooklyn,2024-06-02,73,49,Present,720,Yee Trieu,292,414,Keishera,388166283,Kei6283
363,Brooklyn,2024-06-09,,,Absent,75,Houston Oller,0,0,Tessa,8862806987,Tes6987
364,Brooklyn,2024-06-09,8,6,Present,75,Ladawn Ates,19,33,Eduardo,9266300052,Edu0052
365,Brooklyn,2024-06-23,140,120,Present,720,Marylouise Dorn,340,600,Sahr,1625293913,Sah3913
366,Manhattan,2024-06-02,116,63,Present,720,Rex Merriam,312,491,Shon,599749730,Sho9730
367,Manhattan,2024-06-09,3,7,Present,75,Rosetta Heidenreich,16,26,Peter Michael,554782196,Pet2196
368,Manhattan,2024-06-23,,,Absent,720,Billye Serafin,0,0,Liz And Melissa,3310501581,Liz1581
369,Brooklyn,2024-06-09,11,10,Present,75,Brittaney Hermes,32,53,Wanda,5773632904,Wan2904
370,Manhattan,2024-06-23,130,121,Present,720,Nannie Colligan,335,586,Giorgio,2718635055,Gio5055
371,Queens,2024-06-23,20,25,Present,720,Emmy Gallaway,266,311,The B,673935377,The5377
372,Brooklyn,2024-06-02,73,125,Present,720,Giselle Lou,305,503,Mi,4199399308,Mi9308
373,Brooklyn,2024-06-02,,,Absent,720,Pam Melendez,0,0,Lee And Tara,5436454128,Lee4128
374,Manhattan,2024-06-02,47,79,Present,720,Julius Blazek,310,436,Chas,8728222741,Cha2741
375,Brooklyn,2024-06-16,,,Present,75,Krystina Lucca,56,56,Ade,1794771095,Ade1095
376,Brooklyn,2024-06-23,82,53,Present,720,Raisa Musgrove,229,364,The Box House Hotel,7165621120,The1120
377,Manhattan,2024-06-23,66,42,Present,720,Carmelo Wain,202,310,Jason,9814209033,Jas9033
378,Queens,2024-06-16,44,31,Present,300,Kera Gilkison,58,133,Michelle,8580927432,Mic7432
379,Brooklyn,2024-06-23,4,8,Present,75,Xavier Trotta,20,32,Alex,9341873232,Ale3232
380,Manhattan,2024-06-23,30,19,Present,300,Florance Lawhon,32,81,Alicia,7627324578,Ali4578
381,Brooklyn,2024-06-02,,,Absent,720,Albertha Digennaro,0,0,Olivia,3942874461,Oli4461
382,Brooklyn,2024-06-09,,,Absent,75,Andra Bevel,0,0,Maya,5504633398,May3398
383,Manhattan,2024-06-23,,,Absent,720,Winford Hamlin,0,0,Kai,784017433,Kai7433
384,Manhattan,2024-06-23,,,Absent,720,Bonny Horney,0,0,Driss,9543977371,Dri7371
385,Brooklyn,2024-06-23,,,Absent,720,Codi Garrels,0,0,Marine,4871763546,Mar3546
386,Manhattan,2024-06-23,,,Absent,720,Kristeen Warman,0,0,Kelli,7419114138,Kel4138
387,Manhattan,2024-06-23,,,Absent,720,Trinidad Graziano,0,0,Olivia,7375598803,Oli8803
388,Brooklyn,2024-06-02,73,79,Present,720,Viva Roda,291,443,Carol,7255986883,Car6883
389,Brooklyn,2024-06-23,26,36,Present,300,Manual Vales,23,85,Anthony,1028555139,Ant5139
390,Manhattan,2024-06-23,,,Absent,300,Brendon Puente,0,0,Natalia,6935737356,Nat7356
391,Brooklyn,2024-06-02,67,27,Present,300,Nathalie Devita,50,144,Susi,9881730189,Sus0189
392,Manhattan,2024-06-16,85,65,Present,300,Zelda Ogren,85,235,Tony,2447585052,Ton5052
393,Manhattan,2024-06-02,56,15,Present,300,Sadie Hazelton,34,105,Andrey,4790457331,And7331
394,Manhattan,2024-05-19,19,23,Present,144,Vinnie Bains,3,45,Jane,8007787535,Jan7535
395,Manhattan,2024-06-16,29,23,Present,300,Frederick Rankins,19,71,Will,8388995428,Wil5428
396,Queens,2024-05-19,22,9,Present,360,Trish Vickers,50,81,Lilly,3672890711,Lil0711
397,Brooklyn,2024-06-23,81,29,Present,300,Masako Allman,39,149,Marylyn,7729885414,Mar5414
398,Brooklyn,2024-06-02,43,33,Present,720,Ferne Villalpando,299,375,LuLu,5558578529,LuL8529
399,Brooklyn,2024-06-16,,,Absent,300,Elna Kowal,0,0,Roberta,2361974123,Rob4123
400,Manhattan,2024-06-23,95,71,Present,720,Aaron Castello,335,501,Paul,7006746345,Pau6345
401,Manhattan,2024-06-02,,,Absent,720,Gerard Barrientos,0,0,Bobby,6658759953,Bob9953
402,Brooklyn,2024-06-23,,,Absent,720,Wes Imel,0,0,Itamar,9656711744,Ita1744
403,Brooklyn,2024-06-09,7,11,Present,75,Stella Sears,30,48,Vikram,9374280911,Vik0911
404,Brooklyn,2024-06-16,,,Absent,300,Josette Vavra,0,0,Elizabeth,3020525498,Eli5498
405,Manhattan,2024-07-14,45,25,Present,720,Guadalupe Linen,30,100,Christopher,169870395,Chr0395
406,Manhattan,2024-06-02,97,48,Present,720,Jeremiah Damiani,259,404,Justin,3140290264,Jus0264
407,Brooklyn,2024-07-14,14,49,Present,720,Roxy Lauber,249,312,Rodney,8646449385,Rod9385
408,Brooklyn,2024-06-23,,,Absent,720,Federico Biros,0,0,AntonÃ­n,7597945743,Ant5743
409,Manhattan,2024-06-02,79,101,Present,720,Sol Dantonio,295,475,Seith,5043338008,Sei8008
410,Manhattan,2024-07-14,,,Absent,720,Lucas Anchondo,0,0,Eric,5454367823,Eri7823
411,Brooklyn,2024-06-30,,,Absent,300,Ok Then,0,0,Katharine,2908432802,Kat2802
412,Manhattan,2024-06-16,51,32,Present,300,Mei Vaz,41,124,Wayne,152126922,Way6922
413,Brooklyn,2024-06-02,108,62,Present,720,Janelle Haddox,187,357,Lauren,704896970,Lau6970
414,Queens,2024-06-30,59,7,Present,300,Donald Trollinger,20,86,Jean,2422836555,Jea6555
415,Manhattan,2024-06-23,20,29,Present,300,Shakira Moreles,19,68,Catherine,2669466707,Cat6707
416,Brooklyn,2024-06-02,46,59,Present,720,Crista Cuccia,274,379,Holly,5761856385,Hol6385
417,Manhattan,2024-06-23,,,Absent,720,Phung Dinh,0,0,Tracy,1572935476,Tra5476
418,Brooklyn,2024-06-09,7,8,Present,75,Paul Lockett,17,32,Giovanni,1510143059,Gio3059
419,Brooklyn,2024-06-16,131,70,Present,720,Merlyn Hults,330,531,Karen,4431952963,Kar2963
420,Brooklyn,2024-06-23,4,-2,Present,720,Kym Rotter,63,65,Christopher,3342236159,Chr6159
421,Manhattan,2024-06-09,11,10,Present,75,Jocelyn Akey,30,51,Jeff,1643344841,Jef4841
422,Brooklyn,2024-06-16,,,Absent,300,Yukiko Furtado,0,0,Irena,8215731295,Ire1295
423,Brooklyn,2024-06-02,,,Absent,720,Sonny Wilner,0,0,Michael,8351789859,Mic9859
424,Brooklyn,2024-06-16,,,Absent,75,Verna Beller,0,0,Jessica,6661035415,Jes5415
425,Brooklyn,2024-06-16,49,62,Present,300,Hai Lippert,91,202,Daniel,4244844092,Dan4092
426,Brooklyn,2024-06-23,110,81,Present,720,Deeann Burdette,327,518,Ivy,2388853935,Ivy3935
427,Manhattan,2024-06-23,,,Absent,720,Londa Gamache,0,0,Dave,7259361036,Dav1036
428,Brooklyn,2024-06-02,,,Absent,720,Shaina Sentell,0,0,Mark,5543048762,Mar8762
429,Brooklyn,2024-06-02,,,Absent,720,Dominick Dolson,0,0,Orna,1547662293,Orn2293
430,Manhattan,2024-06-02,10,56,Present,720,Len Bufford,304,370,Allison,8055369147,All9147
431,Manhattan,2024-06-16,,,Present,75,Luvenia Mattis,64,64,Vanessa,3553621573,Van1573
432,Manhattan,2024-06-02,41,47,Present,720,Alysa Harlow,287,375,Josh,1168971164,Jos1164
433,Manhattan,2024-06-23,110,54,Present,720,Eliz Jennings,295,459,Rinaldo,2534247482,Rin7482
434,Manhattan,2024-05-19,4,9,Present,360,Claris Lamons,84,97,Jonathan,2964699086,Jon9086
435,Brooklyn,2024-06-23,78,77,Present,720,Vina Uhlig,285,440,Oliver,4244437392,Oli7392
436,Manhattan,2024-06-23,30,8,Present,300,Glendora Hemminger,20,58,Kristin,1044415626,Kri5626
437,Manhattan,2024-06-02,,,Absent,720,Nelly Hardman,0,0,Carolyn,5566728320,Car8320
438,Brooklyn,2024-06-09,7,12,Present,75,Cinda Hargett,24,43,Meighan,9357586652,Mei6652
439,Manhattan,2024-06-23,46,53,Present,720,Clarinda Pett,286,385,Julie,2255531845,Jul1845
440,Manhattan,2024-06-23,,,Absent,720,Aisha Waller,0,0,John,1730467722,Joh7722
441,Brooklyn,2024-06-02,,,Absent,720,Carina Maybee,0,0,Mihalis,7573276720,Mih6720
442,Manhattan,2024-06-23,99,23,Present,720,Joanna Savoy,250,372,B.,5714808653,B.8653
443,Manhattan,2024-06-02,,,Absent,720,Kayleen Watts,0,0,Nancy,3297905255,Nan5255
444,Bronx,2024-06-23,59,8,Present,300,Tobias Wronski,55,122,"Dee, Dre & Mama Shelley",136140204,Dee0204
445,Manhattan,2024-06-23,19,13,Present,300,Karrie Gust,33,65,Peter,5660225364,Pet5364
446,Queens,2024-06-23,2,12,Present,300,Migdalia Schimmel,22,36,Gladys & Bob,8604656394,Gla6394
447,Brooklyn,2024-06-02,,,Absent,720,Markita Morphis,0,0,M,4996282145,M2145
448,Brooklyn,2024-06-02,60,18,Present,720,Sid Welk,246,324,Wendy,4123822400,Wen2400
449,Manhattan,2024-06-16,,,Absent,300,Iliana Strauch,0,0,Ewelina,1853961947,Ewe1947
450,Manhattan,2024-06-23,,,Absent,720,Tawana Showers,0,0,Wayne,1114153002,Way3002
451,Manhattan,2024-06-02,,,Absent,720,Keren Godbout,0,0,William,5530943755,Wil3755
452,Queens,2024-06-02,87,64,Present,300,Laureen Wrinkle,68,219,Lucy,708005343,Luc5343
453,Brooklyn,2024-06-16,22,7,Present,300,Grady Kellogg,42,71,Pat,3805615305,Pat5305
454,Manhattan,2024-06-02,50,32,Present,720,Ulrike Gurley,166,248,Donna,8744651695,Don1695
455,Manhattan,2024-05-19,,,Absent,144,Gracie Rawlings,0,0,Kimberly,1544004798,Kim4798
456,Brooklyn,2024-06-16,13,40,Present,300,Margurite Knebel,12,65,Meredith,8070279612,Mer9612
457,Brooklyn,2024-05-19,,,Absent,360,Claud Lecompte,0,0,Tokunbo,6050057156,Tok7156
458,Brooklyn,2024-06-23,,,Absent,720,Cole Vanhouten,0,0,Fred,4306524437,Fre4437
459,Brooklyn,2024-06-09,,,Absent,75,Frances Lloyd,0,0,Laura,4644218118,Lau8118
460,Brooklyn,2024-06-23,,,Absent,720,Lakendra Schlottmann,0,0,Pepe,5099219459,Pep9459
461,Brooklyn,2024-07-14,27,50,Present,720,Rocky Pridmore,112,189,Lennny & Megan,7422458874,Len8874
462,Brooklyn,2024-06-02,72,77,Present,720,Esmeralda Platts,350,499,Amia,1990417544,Ami7544
463,Brooklyn,2024-07-14,,,Absent,720,Rod Kropf,0,0,JT And Tiziana,6400169407,JT 9407
464,Brooklyn,2024-06-02,91,88,Present,720,Marilynn Speer,351,530,JT And Tiziana,9365476658,JT 6658
465,Manhattan,2024-07-07,55,10,Present,300,Ira Melendez,56,121,Kaye,1789182961,Kay2961
466,Manhattan,2024-07-14,70,30,Present,720,Hae Leininger,200,300,Ligia,6837104058,Lig4058
467,Manhattan,2024-06-30,,,Absent,300,Melita Hiemstra,0,0,James,8878443236,Jam3236
468,Queens,2024-06-16,,,Absent,300,Jacquetta Baillargeon,0,0,Lucy,4190265476,Luc5476
469,Brooklyn,2024-06-02,81,57,Present,720,Lucio Shahid,255,393,Alain,3241779340,Ala9340
470,Manhattan,2024-06-16,,,Absent,300,Travis Hamlett,0,0,"Robert ""Bob""""""",2066435227,Rob5227
471,Brooklyn,2024-06-23,30,3,Present,300,Mariko Lemoine,49,82,Andres,5470700321,And0321
472,Brooklyn,2024-06-02,,,Absent,720,Janina Jennison,0,0,Placid,8254029505,Pla9505
473,Brooklyn,2024-06-23,,,Absent,720,Marina Ocon,0,0,Jsun,139090414,Jsu0414
474,Manhattan,2024-06-09,,,Absent,75,Laurette Crumpler,0,0,Jorin,7539480702,Jor0702
475,Manhattan,2024-06-23,63,45,Present,720,Britteny Frierson,218,326,Seith,5233152994,Sei2994
476,Brooklyn,2024-06-23,21,66,Present,720,Kerri Grizzle,246,333,Andrea,7709149655,And9655
477,Manhattan,2024-06-09,9,8,Present,75,Trudi Deshazo,43,60,Jade,7947521478,Jad1478
478,Brooklyn,2024-06-23,34,8,Present,720,Keitha Muncy,315,357,Smadar,5301104821,Sma4821
479,Manhattan,2024-06-16,,,Absent,300,Gerri Gargano,0,0,Rahul,3003308800,Rah8800
480,Queens,2024-06-23,26,18,Present,720,Lin Veliz,230,274,Lucy,8626418310,Luc8310
481,Manhattan,2024-06-23,,,Absent,720,Camelia Drennen,0,0,Giancarlo,2333988600,Gia8600
482,Brooklyn,2024-06-16,180,140,Present,720,Tatyana Reeser,350,670,Wanda,3169070192,Wan0192
483,Manhattan,2024-06-16,11,5,Present,300,Felisa Campo,2,18,Yvette,2353696391,Yve6391
484,Brooklyn,2024-06-16,86,36,Present,300,Tyler Frandsen,90,212,Jilly,1494446943,Jil6943
485,Manhattan,2024-07-07,45,57,Present,300,Mickey Warfield,5,107,Daniel,2221587278,Dan7278
486,Brooklyn,2024-06-02,28,6,Present,720,Buster Defilippo,77,111,Adam,1732543483,Ada3483
487,Brooklyn,2024-06-23,31,34,Present,720,Lorine Mchargue,199,264,Lisel,64445825,Lis5825
488,Manhattan,2024-06-02,,,Absent,720,Alpha Wicker,0,0,Barbara,8092659853,Bar9853
489,Manhattan,2024-06-09,,,Absent,75,Alesha Borey,0,0,Chris,9989000157,Chr0157
490,Brooklyn,2024-06-09,10,12,Present,75,Pattie Remo,32,54,Sara,3899742641,Sar2641
491,Manhattan,2024-06-16,,,Absent,300,Yang Granillo,0,0,Benton,4020128285,Ben8285
492,Manhattan,2024-06-09,10,11,Present,75,Lynn Sax,38,59,Linda & Chris,3309864012,Lin4012
493,Manhattan,2024-06-23,36,18,Present,720,Rosio Hoard,227,281,Alec,8687704623,Ale4623
494,Brooklyn,2024-06-16,,,Absent,300,Cherri Jasinski,0,0,Julia,4296258851,Jul8851
495,Bronx,2024-06-23,53,94,Present,720,Phoebe Plotner,335,482,Vanessa,219045290,Van5290
496,Brooklyn,2024-06-23,,,Absent,720,Silas Selvy,0,0,Ali & SweetPea,7027858486,Ali8486
497,Brooklyn,2024-06-16,180,160,Present,720,Georgette Chism,355,695,Jeffrey,926437868,Jef7868
498,Manhattan,2024-06-23,41,70,Present,720,Lakiesha Hightower,296,407,Lena,5645205782,Len5782
499,Brooklyn,2024-06-23,-2,29,Present,720,Tona Koss,73,100,Doug,8930078879,Dou8879
500,Manhattan,2024-07-14,,,Absent,720,Lorette Rotondo,0,0,Benton,8202627092,Ben7092
501,Manhattan,2024-06-16,,,Absent,300,Lorinda Bethke,0,0,Cheryl,663945016,Che5016
502,Manhattan,2024-07-14,39,29,Present,720,Arlen Clinard,195,263,Jorin,6189570293,Jor0293
503,Manhattan,2024-06-02,11,50,Present,720,Lesley Lipton,262,323,Lewis,6979045916,Lew5916
504,Brooklyn,2024-05-19,3,2,Present,360,Rosanne Mayers,62,67,Jane,7428218622,Jan8622
505,Manhattan,2024-06-23,,,Absent,720,Selina Leffler,0,0,Donna,5042094905,Don4905
506,Brooklyn,2024-06-23,15,16,Present,720,Milford Sang,247,278,Kris,3292787628,Kri7628
507,Manhattan,2024-06-09,8,10,Present,75,Geraldine Crimmins,21,39,Henry,7087901742,Hen1742
508,Brooklyn,2024-06-23,71,24,Present,720,Veta Crochet,220,315,Jennifer,4453482389,Jen2389
509,Manhattan,2024-06-02,,,Absent,720,Haley Warwick,0,0,Cj,2419067321,Cj7321
510,Brooklyn,2024-06-02,,,Absent,720,Dulcie Wehmeyer,0,0,Dani,7764250277,Dan0277
511,Brooklyn,2024-06-23,24,34,Present,720,Hallie Swiger,169,227,Sarah,967768728,Sar8728
512,Manhattan,2024-06-30,,,Absent,300,Reyna Bourgault,0,0,Amit,5646133729,Ami3729
513,Manhattan,2024-06-02,,,Absent,720,Lynda Payan,0,0,Kathrine,7139487473,Kat7473
514,Manhattan,2024-06-23,121,109,Present,720,Stephaine Coulter,285,515,Milan,7645029340,Mil9340
515,Manhattan,2024-06-30,,,Absent,75,Fatima Seaton,0,0,Tony,6682020788,Ton0788
516,Queens,2024-06-23,,,Absent,720,Deeann Balboa,0,0,Jason,9239040231,Jas0231
517,Queens,2024-06-16,,,Absent,300,Jacquelyne Knipe,0,0,Jason,1652810456,Jas0456
518,Manhattan,2024-06-23,75,68,Present,720,Migdalia Killingsworth,306,449,Rosario,3520902292,Ros2292
519,Manhattan,2024-06-30,,,Present,75,Silas Elfrink,47,47,Mat,5991357700,Mat7700
520,Manhattan,2024-06-09,,,Absent,75,Su Mcmillin,0,0,Mike,3800702999,Mik2999
521,Bronx,2024-06-23,50,98,Present,720,Charlesetta Sillman,293,441,Christian & Carla,3280458281,Chr8281
522,Brooklyn,2024-06-02,,,Absent,720,Sandee Hanna,0,0,Obed,1749664170,Obe4170
523,Brooklyn,2024-06-02,90,64,Present,720,Manual Steil,281,435,Lisa,4111980429,Lis0429
524,Manhattan,2024-06-09,9,8,Present,75,Delmer Zielinski,25,42,Village,3018332752,Vil2752
525,Brooklyn,2024-06-23,1,21,Present,720,Alla Cann,60,82,Andrew & Markus,788276707,And6707
526,Manhattan,2024-06-02,30,60,Present,720,Nena Sarabia,240,330,Daniel,3897132238,Dan2238
527,Brooklyn,2024-06-30,,,Absent,300,Sebastian Harn,0,0,Mariana,3844471387,Mar1387
528,Brooklyn,2024-06-23,14,16,Present,720,Consuela Aikins,280,310,Mj,79084127,Mj4127
529,Manhattan,2024-06-30,,,Present,75,Alissa Chambers,61,61,Leslie,5620344998,Les4998
530,Manhattan,2024-06-23,105,54,Present,720,Hilary Seabrooks,340,499,Michael,4293133296,Mic3296
531,Manhattan,2024-06-23,,,Absent,720,Eufemia Rossetti,0,0,David,7375666352,Dav6352
532,Brooklyn,2024-07-07,69,63,Present,300,John Belmont,68,200,O'Dell,9122640059,O'D0059
